id,name,latitude,longitude,dpcapacity,online_date
27,Larrabee St & North Ave,41.91021,-87.6435,19,6/22/2013
364,Larrabee St & Oak St,41.900219,-87.642985,15,5/2/2015
144,Larrabee St & Webster Ave,41.921822,-87.64414,15,8/2/2013
40,LaSalle St & Adams St,41.879344,-87.631985,15,4/25/2015
181,LaSalle St & Illinois St,41.890749,-87.63206,31,7/21/2013
283,LaSalle St & Jackson Blvd,41.87817,-87.631985,31,9/14/2013
98,LaSalle St & Washington St,41.882664,-87.63253,15,7/15/2013
440,Lawndale Ave & 23rd St,41.849882,-87.717,15,5/7/2015
492,Leavitt St & Addison St,41.947029,-87.683367,15,5/13/2015
9,Leavitt St & Archer Ave,41.828792,-87.680604,19,4/14/2015
309,Leavitt St & Armitage Ave,41.917805,-87.682437,11,9/20/2013
311,Leavitt St & Lawrence Ave,41.968885,-87.684001,19,9/20/2013
213,Leavitt St & North Ave,41.910153,-87.68229,15,8/16/2013
330,Lincoln Ave & Addison St,41.946176,-87.673308,19,9/26/2013
298,Lincoln Ave & Belle Plaine Ave,41.955927,-87.679259,15,10/1/2013
131,Lincoln Ave & Belmont Ave,41.939365,-87.668385,15,9/23/2013
152,Lincoln Ave & Diversey Pkwy,41.932225,-87.658617,15,7/29/2013
127,Lincoln Ave & Fullerton Ave,41.925905,-87.64926,15,10/29/2013
243,Lincoln Ave & Leavitt St,41.962391,-87.684146,15,8/22/2013
230,Lincoln Ave & Roscoe St,41.94334,-87.67097,19,8/20/2013
257,Lincoln Ave & Waveland Ave,41.94911,-87.675112,15,9/9/2013
472,Lincoln Ave & Winona St,41.974911,-87.692503,15,5/6/2015
258,Logan Blvd & Elston Ave,41.930584,-87.685126,19,9/9/2013
366,Loomis St & Archer Ave,41.841633,-87.657435,15,4/13/2015
146,Loomis St & Jackson Blvd,41.877945,-87.662007,11,7/28/2013
320,Loomis St & Lexington St,41.872187,-87.661501,15,9/21/2013
19,Loomis St & Taylor St,41.869417,-87.660996,15,6/21/2013
477,Manor Ave & Leland Ave,41.966318,-87.701083,11,5/5/2015
455,Maplewood Ave & Peterson Ave,41.990236,-87.69337,15,5/12/2015
465,Marine Dr & Ainslie St,41.9716,-87.650154,23,7/17/2015
549,Marshfield Ave & 44th St,41.813996,-87.666589,11,6/16/2016
560,Marshfield Ave & 59th St,41.786833,-87.666215,11,6/20/2016
58,Marshfield Ave & Cortland St,41.916017,-87.668879,23,6/18/2013
544,Mason Ave & Madison St,41.87998,-87.773264,15,6/14/2016
567,May St & 69th St,41.768938,-87.652934,11,6/21/2016
171,May St & Cullerton St,41.855136,-87.654127,11,7/25/2013
217,May St & Fulton St,41.886773,-87.656001,15,8/16/2013
88,May St & Randolph St,41.88397,-87.655688,15,6/27/2013
22,May St & Taylor St,41.869482,-87.655486,15,6/21/2013
142,McClurg Ct & Erie St,41.894503,-87.617854,31,5/8/2015
26,McClurg Ct & Illinois St,41.89102,-87.6173,31,6/22/2013
62,McCormick Place,41.851375,-87.618835,27,6/18/2013
168,Michigan Ave & 14th St,41.864059,-87.623727,19,8/3/2013
273,Michigan Ave & 18th St,41.857813,-87.62455,23,9/12/2013
45,Michigan Ave & Congress Pkwy,41.876243,-87.624426,15,6/16/2013
284,Michigan Ave & Jackson Blvd,41.87785,-87.62408,23,9/14/2013
52,Michigan Ave & Lake St,41.886024,-87.624117,31,6/17/2013
197,Michigan Ave & Madison St,41.882134,-87.625125,19,8/10/2013
85,Michigan Ave & Oak St,41.90096,-87.623777,23,6/21/2013
25,Michigan Ave & Pearson St,41.89766,-87.62351,23,6/22/2013
43,Michigan Ave & Washington St,41.883893,-87.624649,43,6/16/2013
145,Mies van der Rohe Way & Chestnut St,41.898587,-87.621915,19,5/8/2015
173,Mies van der Rohe Way & Chicago Ave,41.89691,-87.621743,15,8/1/2013
443,Millard Ave & 26th St,41.844567,-87.71591,15,4/29/2015
90,Millennium Park,41.881032,-87.624084,35,6/16/2013
222,Milwaukee Ave & Rockwell St,41.920195,-87.693033,19,8/22/2013
158,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,15,7/26/2013
237,MLK Jr Dr & 29th St,41.842052,-87.617,15,8/21/2013
200,MLK Jr Dr & 47th St,41.809851,-87.616279,11,8/14/2013
421,MLK Jr Dr & 56th St,41.793429,-87.615853,15,4/20/2015
430,MLK Jr Dr & 63rd St,41.780081,-87.615943,15,4/21/2015
179,MLK Jr Dr & Oakwood Blvd,41.82256,-87.61615,15,7/24/2013
484,Monticello Ave & Irving Park Rd,41.954005,-87.719128,15,5/6/2015
249,Montrose Harbor,41.963982,-87.638181,31,8/26/2013
137,Morgan Ave & 14th Pl,41.862378,-87.651062,15,7/31/2013
14,Morgan St & 18th St,41.858086,-87.651073,15,6/20/2013
280,Morgan St & 31st St,41.8378,-87.65114,11,9/13/2013
71,Morgan St & Lake St,41.885483,-87.652305,15,6/24/2013
548,Morgan St & Pershing Rd,41.823613,-87.650931,11,6/16/2016
241,Morgan St & Polk St,41.871737,-87.65103,15,8/22/2013
97,Museum Campus,41.865212,-87.617759,35,6/26/2013
424,Museum of Science and Industry,41.791728,-87.583945,27,4/17/2015
29,Noble St & Milwaukee Ave,41.90068,-87.6626,15,6/22/2013
568,Normal Ave & 72nd St,41.763462,-87.637297,11,6/23/2016
209,Normal Ave & Archer Ave,41.849527,-87.640591,11,8/15/2013
486,Oakley Ave & Irving Park Rd,41.954341,-87.68608,15,5/13/2015
54,Ogden Ave & Chicago Ave,41.896362,-87.654061,19,6/17/2013
122,Ogden Ave & Congress Pkwy,41.87501,-87.67328,15,7/28/2013
186,Ogden Ave & Race Ave,41.891795,-87.658751,15,7/28/2013
434,Ogden Ave & Roosevelt Rd,41.866501,-87.684697,19,4/27/2015
23,Orleans St & Elm St,41.902924,-87.637715,15,6/21/2013
100,Orleans St & Merchandise Mart Plaza,41.888243,-87.63639,23,7/16/2013
16,Paulina Ave & North Ave,41.910337,-87.670072,11,8/12/2013
205,Paulina St & 18th St,41.857901,-87.668745,15,8/15/2013
297,Paulina St & Montrose Ave,41.961507,-87.671387,15,9/18/2013
134,Peoria St & Jackson Blvd,41.877749,-87.649633,19,7/25/2013
392,Perry Ave & 69th St,41.769293,-87.628196,15,5/7/2015
254,Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,15,9/9/2013
232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,23,8/21/2013
410,Prairie Ave & 43rd St,41.816659,-87.619412,19,4/15/2015
204,Prairie Ave & Garfield Blvd,41.794853,-87.618691,15,8/14/2013
412,Princeton Ave & 47th St,41.809318,-87.633449,19,4/15/2015
385,Princeton Ave & Garfield Blvd,41.794982,-87.633124,15,4/24/2015
535,Pulaski Rd & Congress Pkwy,41.874325,-87.725704,15,6/15/2016
488,Pulaski Rd & Eddy St,41.945636,-87.727737,15,5/13/2015
528,Pulaski Rd & Lake St,41.885409,-87.726491,15,6/15/2016
534,Pulaski Rd & Madison St,41.880827,-87.726279,15,6/13/2016
136,Racine Ave & 13th St,41.865054,-87.656959,15,7/31/2013
274,Racine Ave & 15th St,41.861267,-87.656625,15,9/12/2013
15,Racine Ave & 18th St,41.858166,-87.656495,15,6/20/2013
367,Racine Ave & 35th St,41.830696,-87.655976,15,4/13/2015
562,Racine Ave & 61st St,41.783189,-87.654372,11,6/20/2016
564,Racine Ave & 65th St,41.775393,-87.654308,11,6/21/2016
226,Racine Ave & Belmont Ave,41.939743,-87.658865,15,8/19/2013
32,Racine Ave & Congress Pkwy,41.87464,-87.65703,19,6/21/2013
87,Racine Ave & Fullerton Ave,41.925563,-87.658404,19,6/26/2013
559,Racine Ave & Garfield Blvd,41.794694,-87.654947,11,6/20/2016
343,Racine Ave & Wrightwood Ave,41.928887,-87.658971,15,10/24/2013
398,Rainbow Beach,41.757871,-87.549386,19,4/23/2015
462,Ravenswood Ave & Balmoral Ave,41.97977,-87.675815,15,5/14/2015
